FID,Name,Type,r2_PCs,r2_Residuals,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel,Label
clasp1,CLASP1,Proteins,0.00094,0.99105,0.0002,0.00317,,6e-05,0.00036,0.00084,0.00021,0.0019,,,1e-05,,,,0.0001,0.00114,2e-05,0.002,,0.008,1e-18,,0.1,0.0001,0.0002,0.005,5e-19,,,0.5,,,,0.5,1.0,0.4,clas
clc,CLC,Proteins,0.00479,0.92472,0.02189,0.02248,,0.0077,1e-05,0.00515,0.00646,0.00126,,,0.0032,,,,0.00011,0.00141,0.0008,8.999999999999999e-32,,5e-216,1e-203,,1e-78,0.5,2e-44,4.9999999999999997e-64,2e-14,,,9e-34,,,,0.4,1.0,1e-09,clc
clec10a,CLEC10A,Proteins,0.00067,0.96078,0.01018,0.00087,,0.00148,0.00062,0.00036,0.00397,0.0182,,,0.00115,,,,0.00015,0.0015,6e-05,0.03,,1e-98,0.008,,6e-16,2e-07,0.1,3e-39,6e-175,,,1e-12,,,,0.2,1.0,0.09,clec
clec11a,CLEC11A,Proteins,0.0044,0.96317,0.00745,0.00156,,0.00873,0.00054,0.00062,0.00737,0.0,,,0.00293,,,,0.00019,0.0016,0.00144,8e-38,,8e-71,3e-07,,1e-85,1e-06,0.004,4e-70,0.7,,,6e-30,,,,0.1,0.9,1e-15,clec1
clec12a,CLEC12A,Proteins,0.00081,0.98583,0.00259,0.00153,,0.00645,1e-05,0.00047,0.00039,3e-05,,,1e-05,,,,0.00018,0.00118,0.00053,0.003,,3e-24,1e-06,,4e-61,0.6,0.05,0.001,0.3,,,0.5,,,,0.2,1.0,2e-06,clec2
clec14a,CLEC14A,Proteins,0.01748,0.89826,0.03338,0.00305,,0.00429,0.0003,0.00101,0.02826,0.00994,,,0.0,,,,0.00011,0.00113,0.00278,7e-147,,2e-319,6e-21,,4e-46,0.0002,1e-06,3.0000000000000003e-268,4e-104,,,1.0,,,,0.4,1.0,1.9999999999999998e-30,clec3
clec1a,CLEC1A,Proteins,0.00245,0.95582,0.01318,0.00064,,0.00528,1e-05,0.00045,0.01847,0.00093,,,0.00046,,,,3e-05,0.00142,0.00088,6e-08,,4e-117,0.1,,6e-52,0.5,0.05,1e-166,2e-10,,,8e-06,,,,0.9,1.0,6e-10,clec4
clec1b,CLEC1B,Proteins,0.00469,0.96483,0.00069,0.00912,,0.00773,0.0003,0.00306,0.00081,0.00101,,,0.006,,,,0.0002,0.00151,5e-05,6e-22,,0.9,2e-73,,1e-76,0.0002,1.0000000000000001e-23,0.02,2e-11,,,6e-60,,,,0.1,1.0,0.1,clec5
clec2l,CLEC2L,Proteins,0.00087,0.99362,0.0,0.00074,,0.00034,0.00021,0.00039,9e-05,0.00255,,,3e-05,,,,0.00014,0.00101,1e-05,0.005,,0.8,0.05,,0.0002,0.003,0.1,0.05,3e-25,,,0.2,,,,0.3,1.0,0.6,clec6
clec3b,CLEC3B,Proteins,0.01063,0.91977,0.02116,0.00329,,0.00378,9e-05,0.00067,0.03123,0.00546,,,0.00133,,,,3e-05,0.00098,0.00158,6e-78,,0.2,6e-22,,3e-39,0.05,0.001,9e-102,5e-56,,,7e-15,,,,0.9,1.0,2e-17,clec7
clec4a,CLEC4A,Proteins,0.01269,0.94227,0.0017,0.00591,,0.01814,4e-05,0.00078,0.01352,0.00275,,,0.0,,,,0.00014,0.00133,0.00074,1e-102,,6e-15,6e-45,,1e-178,0.2,0.0002,1.9999999999999998e-130,8.000000000000001e-29,,,1.0,,,,0.3,1.0,8e-09,clec8
clec4c,CLEC4C,Proteins,0.00491,0.96902,0.00169,0.00134,,0.00277,1e-05,0.00045,0.01825,0.00027,,,0.0,,,,5e-05,0.00123,0.0,1.0000000000000001e-24,,2e-17,1e-05,,3e-28,0.6,0.05,1.9999999999999998e-174,0.0005,,,0.7,,,,0.8,1.0,0.8,clec9
clec4d,CLEC4D,Proteins,0.06612,0.85968,0.00092,0.00792,,0.03465,0.00013,0.00291,0.00592,0.01521,,,0.00395,,,,8e-05,0.00105,0.00147,0.0,,1e-08,2e-70,,0.0,0.01,3e-25,1e-62,2e-164,,,2e-44,,,,0.5,1.0,1e-17,clec10
clec4g,CLEC4G,Proteins,0.00501,0.92214,0.00345,0.00165,,0.04835,4e-05,0.00027,0.01729,0.00031,,,0.00014,,,,3e-05,0.00127,6e-05,3e-20,,0.0006,2e-08,,0.0,0.2,0.3,1.9999999999999997e-142,0.0001,,,0.01,,,,0.9,1.0,0.09,clec11
clec4m,CLEC4M,Proteins,0.0057,0.97125,0.00446,0.00242,,0.00076,0.0,0.00064,0.01249,0.00022,,,0.00048,,,,5e-05,0.00146,7e-05,5e-18,,2e-31,8e-14,,6e-09,0.8,0.003,3e-108,0.002,,,4e-06,,,,0.8,1.0,0.08,clec12
clec5a,CLEC5A,Proteins,0.01214,0.88765,0.02995,0.00374,,0.00224,9e-05,0.00051,0.04745,0.01206,,,0.00013,,,,4e-05,0.00113,0.00286,1e-96,,1e-306,2e-27,,6e-25,0.04,0.01,0.0,3e-126,,,0.01,,,,0.9,1.0,2e-31,clec13
clec6a,CLEC6A,Proteins,0.03137,0.91983,0.01052,0.00338,,0.01997,0.00012,0.00133,0.0004,0.00873,,,0.00032,,,,7e-05,0.00131,0.00266,9.999999999999999e-290,,8e-102,2e-22,,8e-197,0.02,8e-09,0.1,1e-87,,,0.0002,,,,0.6,1.0,5e-28,clec14
clec7a,CLEC7A,Proteins,0.00747,0.93199,0.02379,0.00328,,0.01811,0.00041,0.00061,0.00284,0.00682,,,0.00076,,,,3e-05,0.00101,0.00287,4e-36,,1e-236,3e-22,,1.9999999999999998e-182,1e-05,0.003,1.0000000000000001e-28,2e-70,,,3e-09,,,,0.9,1.0,9.999999999999999e-31,clec15
clgn,CLGN,Proteins,0.00248,0.97282,0.00174,0.00119,,0.018,0.00014,0.00022,0.00066,0.00029,,,0.00077,,,,0.00015,0.00134,0.0002,1e-11,,4e-16,0.0001,,5e-169,0.01,0.6,7e-06,0.0004,,,8e-09,,,,0.3,1.0,0.003,clgn
clic5,CLIC5,Proteins,0.00139,0.98056,0.00495,0.00174,,0.00051,0.00684,0.00023,0.00017,0.0016,,,0.00024,,,,9e-05,0.00118,0.00049,2e-05,,9e-47,4e-08,,3e-06,3e-65,0.5,0.1,1e-16,,,0.001,,,,0.6,1.0,5e-06,clic
clint1,CLINT1,Proteins,0.00088,0.99691,0.00016,0.00061,,0.0,0.0,0.00017,0.00019,1e-05,,,0.0,,,,4e-05,0.00101,0.0,0.004,,0.01,0.2,,0.8,0.8,0.8,0.005,0.5,,,0.7,,,,0.9,1.0,0.9,clin
clip2,CLIP2,Proteins,0.00111,0.93724,0.00086,0.04642,,0.00488,0.00023,0.00481,0.00182,0.0,,,0.00054,,,,0.00017,0.00189,4e-05,3e-07,,0.0007,0.0,,5e-50,0.001,1e-40,1e-13,0.7,,,7e-07,,,,0.2,0.4,0.2,clip
clmp,CLMP,Proteins,0.02734,0.66701,0.05625,0.00414,,0.14079,1e-05,0.00045,0.09853,0.00027,,,0.00036,,,,4e-05,0.00156,0.00324,3e-314,,0.0,5.0000000000000004e-45,,0.0,0.5,0.002,0.0,3e-05,,,1e-06,,,,0.7,0.2,2e-47,clmp
clns1a,CLNS1A,Proteins,0.0007,0.95488,0.0,0.03699,,0.0002,0.00017,0.00299,0.00189,0.0,,,6e-05,,,,2e-05,0.00208,0.0,0.005,,0.9,0.0,,0.003,0.006,1e-22,9e-20,0.6,,,0.1,,,,1.0,0.2,0.6,clns
clpp,CLPP,Proteins,0.00291,0.97016,0.00116,0.01148,,0.00603,3e-05,0.00122,0.00291,6e-05,,,0.00202,,,,0.0001,0.00183,0.0001,4e-09,,2e-07,1e-92,,7e-59,0.3,2e-07,3e-24,0.1,,,6e-21,,,,0.5,0.7,0.04,clpp
clps,CLPS,Proteins,0.00243,0.97612,0.00072,0.00138,,0.00727,0.00084,0.00018,0.00794,0.00039,,,0.00099,,,,3e-05,0.0014,0.00032,1e-06,,2e-08,7e-06,,1e-70,1e-09,0.7,5.0000000000000004e-77,4e-05,,,5e-11,,,,0.9,1.0,0.0002,clps
clspn,CLSPN,Proteins,0.00107,0.99298,0.00032,0.00194,,0.0001,0.00016,0.00049,0.00046,0.00022,,,0.00043,,,,0.00012,0.00157,0.00013,5e-05,,0.003,2e-09,,0.04,0.009,0.04,0.0001,0.002,,,2e-05,,,,0.4,1.0,0.02,clsp
clstn1,CLSTN1,Proteins,0.00116,0.98683,0.00136,0.00098,,8e-05,7e-05,0.00032,0.00681,0.00108,,,0.00018,,,,0.00014,0.00094,3e-05,3e-08,,7e-05,0.003,,0.06,0.08,0.3,2.9999999999999998e-55,1e-11,,,0.006,,,,0.3,1.0,0.2,clst
clstn2,CLSTN2,Proteins,0.0084,0.95627,0.02433,0.002,,5e-05,3e-05,0.00116,0.00135,6e-05,,,0.00458,,,,5e-05,0.00101,0.00072,9.999999999999999e-57,,1.9999999999999999e-230,7e-11,,0.1,0.3,3e-07,1e-07,0.1,,,1e-46,,,,0.8,1.0,1e-08,clst1
clstn3,CLSTN3,Proteins,0.00385,0.93581,0.01341,0.00087,,0.03662,0.00021,0.00067,0.00515,1e-05,,,0.00116,,,,0.00011,0.00089,0.00124,2e-20,,1.9999999999999998e-86,0.005,,0.0,0.002,0.001,0.001,0.5,,,3e-13,,,,0.4,1.0,5e-14,clst2
clta,CLTA,Proteins,0.00106,0.96604,0.00126,0.01674,,0.00938,0.0,0.00257,0.00117,0.00012,,,0.00024,,,,3e-05,0.00123,0.00015,0.0004,,9e-09,3e-139,,9e-90,0.9,1e-18,7e-08,0.02,,,0.001,,,,0.9,1.0,0.01,clta
clu,CLU,Proteins,0.00316,0.94741,0.00707,0.00178,,0.00402,0.00049,0.00069,0.02951,0.00021,,,0.0042,,,,0.00017,0.00128,1e-05,1e-09,,5e-34,3e-09,,2e-41,3e-06,0.0009,2e-252,0.002,,,3e-43,,,,0.2,1.0,0.5,clu
clul1,CLUL1,Proteins,0.00425,0.86848,0.00753,0.00212,,0.04711,2e-05,0.00049,0.06078,0.00736,,,0.00059,,,,5e-05,0.00121,1e-05,2e-17,,1.0000000000000001e-81,3e-13,,0.0,0.4,0.01,0.0,9e-80,,,7e-08,,,,0.8,1.0,0.5,clul
cmc1,CMC1,Proteins,0.00192,0.95783,0.00135,0.02582,,0.00388,0.00019,0.00249,0.00131,0.00011,,,0.00269,,,,7e-05,0.00232,3e-05,1e-07,,0.2,4.999999999999999e-230,,1.0000000000000001e-39,0.003,9e-19,0.9,0.03,,,5e-28,,,,0.7,0.08,0.2,cmc1
cmip,CMIP,Proteins,0.00211,0.95093,0.00139,0.02798,,0.00278,0.00031,0.00648,0.00175,0.0002,,,0.00338,,,,9e-05,0.00251,9e-05,8e-11,,0.4,4.9999999999999995e-251,,5.0000000000000004e-29,0.0002,6e-56,3e-05,0.002,,,7e-35,,,,0.6,0.006,0.05,cmip
cndp1,CNDP1,Proteins,0.00365,0.95995,0.00314,0.00552,,0.00955,6e-05,0.00342,0.00968,0.00027,,,0.00175,,,,0.00014,0.00145,0.00144,8e-18,,2e-18,2e-40,,8e-94,0.1,6e-27,1.0000000000000001e-81,0.0005,,,1e-18,,,,0.3,1.0,1e-15,cndp
cngb3,CNGB3,Proteins,0.00086,0.99607,0.00013,0.00108,,0.0,0.00012,0.0004,4e-05,1e-05,,,6e-05,,,,1e-05,0.00112,8e-05,4e-06,,0.03,0.001,,0.6,0.03,0.1,0.3,0.4,,,0.1,,,,1.0,1.0,0.07,cngb
cnp,CNP,Proteins,0.00209,0.92672,0.00121,0.04556,,0.00494,0.0,0.00565,0.00619,0.0011,,,0.00391,,,,0.00014,0.00248,1e-05,5e-06,,8e-05,0.0,,3e-50,0.8,4e-48,4.9999999999999996e-54,2e-12,,,4e-40,,,,0.3,0.03,0.5,cnp
cnpy2,CNPY2,Proteins,0.00178,0.99003,0.00021,0.00361,,0.00115,4e-05,0.00049,0.0003,0.00022,,,0.00079,,,,7e-05,0.00128,3e-05,5e-09,,0.02,3e-22,,3e-12,0.2,0.03,0.003,0.002,,,7e-09,,,,0.7,1.0,0.3,cnpy
cnpy4,CNPY4,Proteins,0.00206,0.96019,0.00118,0.02216,,0.00406,6e-05,0.00213,0.00128,0.00018,,,0.00407,,,,7e-05,0.00255,1e-05,1e-06,,0.3,7.999999999999999e-193,,7e-41,0.1,2e-15,0.02,0.005,,,6e-41,,,,0.7,0.07,0.6,cnpy1
cnst,CNST,Proteins,0.00231,0.9449,0.00087,0.02746,,0.00549,0.00031,0.01239,0.00117,6e-05,,,0.0025,,,,0.00023,0.00226,6e-05,2e-07,,0.05,1e-245,,2e-55,0.0002,1e-111,3e-05,0.1,,,3e-26,,,,0.06,0.1,0.1,cnst
cntf,CNTF,Proteins,0.00043,0.99729,0.0,0.00051,,0.00036,5e-05,0.00021,1e-05,7e-05,,,3e-05,,,,3e-05,0.001,1e-05,0.02,,0.7,0.4,,0.0001,0.1,0.6,0.6,0.1,,,0.3,,,,0.9,1.0,0.4,cntf
cntn1,CNTN1,Proteins,0.00323,0.82631,0.0115,0.00494,,0.01852,0.00037,0.00243,0.11089,0.02044,,,9e-05,,,,2e-05,0.00112,0.00014,6e-21,,3.9999999999999998e-115,6e-43,,1.9999999999999998e-209,1e-05,9e-22,0.0,9.999999999999999e-231,,,0.03,,,,0.9,1.0,0.008,cntn
cntn2,CNTN2,Proteins,0.00669,0.91537,0.04839,0.00502,,0.00499,0.00022,0.00104,0.01557,0.00108,,,0.00015,,,,0.0001,0.001,0.00039,2.0000000000000002e-28,,0.0,9e-39,,8e-53,0.001,9e-07,1e-104,9e-13,,,0.009,,,,0.5,1.0,2e-05,cntn1
cntn3,CNTN3,Proteins,0.02688,0.76096,0.00573,0.00386,,0.09652,0.0007,0.00032,0.10229,4e-05,,,0.00035,,,,9e-05,0.00182,0.00043,7e-297,,3.9999999999999996e-26,7e-35,,0.0,4e-10,0.08,0.0,0.1,,,1e-05,,,,0.4,0.1,1e-06,cntn2
cntn4,CNTN4,Proteins,0.00591,0.93029,0.0262,0.00272,,0.00585,0.00021,0.00048,0.02112,0.00542,,,0.00011,,,,9e-05,0.00149,0.00011,9e-52,,8e-204,4e-17,,4.0000000000000004e-60,0.002,0.03,4e-154,7.999999999999999e-56,,,0.02,,,,0.5,0.9,0.02,cntn3
cntn5,CNTN5,Proteins,0.00428,0.83031,0.0178,0.00396,,0.03359,0.00058,0.00081,0.0893,0.01751,,,2e-05,,,,0.00014,0.00156,0.00015,3e-26,,2e-185,1.9999999999999998e-32,,0.0,4e-08,2e-05,0.0,2e-196,,,0.3,,,,0.2,0.7,0.005,cntn4
cntnap2,CNTNAP2,Proteins,0.0018,0.91468,0.00736,0.02013,,0.00529,9e-05,0.00115,0.04444,0.0024,,,0.00073,,,,0.00015,0.00137,0.0004,3e-14,,9e-76,1e-183,,2.9999999999999998e-55,0.04,1e-07,0.0,4.9999999999999996e-26,,,6e-09,,,,0.2,1.0,2e-05,cntn5
cntnap4,CNTNAP4,Proteins,0.00282,0.98839,0.00081,0.00072,,0.00021,0.00071,0.0002,0.00021,0.00412,,,3e-05,,,,9e-05,0.00156,0.00013,3e-17,,6e-09,0.06,,0.003,4e-08,0.7,0.004,9e-40,,,0.2,,,,0.6,0.9,0.02,cntn6
coch,COCH,Proteins,0.01498,0.91911,0.02907,0.00216,,0.02127,0.00034,0.00096,0.00731,0.00128,,,0.00179,,,,5e-05,0.0013,0.00038,5e-104,,3e-282,8e-13,,5e-216,7e-05,5e-06,7e-65,1e-14,,,6e-20,,,,0.8,1.0,2e-05,coch
col15a1,COL15A1,Proteins,0.00407,0.82281,0.01133,0.00223,,0.10934,0.00238,0.0007,0.04428,0.00024,,,0.00037,,,,3e-05,0.00118,0.00103,2e-12,,9.999999999999999e-87,1e-15,,0.0,7.000000000000001e-29,0.0001,0.0,0.0004,,,1e-05,,,,0.9,1.0,2e-13,col1
col18a1,COL18A1,Proteins,0.02936,0.82676,0.07316,0.00487,,0.04719,0.00178,0.00042,0.00545,0.00517,,,8e-05,,,,4e-05,0.00131,0.0044,4.9999999999999995e-290,,0.0,9e-42,,0.0,9e-22,0.03,1e-41,1e-59,,,0.04,,,,0.8,0.9,4e-51,col11
col1a1,COL1A1,Proteins,0.00294,0.96244,0.01124,0.00274,,0.00253,3e-05,0.0016,0.01359,0.00095,,,0.00037,,,,4e-05,0.00142,0.00012,9e-15,,1e-33,1e-16,,1.9999999999999998e-26,0.2,6e-11,1.9999999999999999e-56,7e-11,,,5e-05,,,,0.8,1.0,0.02,col12
col24a1,COL24A1,Proteins,0.01929,0.95674,0.00173,0.00146,,0.00146,0.0003,0.00023,0.01338,0.00334,,,0.0002,,,,0.00024,0.00098,0.00065,2e-175,,2e-11,1e-06,,6e-16,0.0002,0.5,1.0000000000000001e-124,3e-34,,,0.003,,,,0.06,1.0,7e-08,col2
col28a1,COL28A1,Proteins,0.00468,0.97235,0.01132,0.00113,,0.00262,0.00014,0.00028,0.00564,0.00023,,,2e-05,,,,5e-05,0.00148,6e-05,9.999999999999999e-27,,6e-100,0.0004,,1.9999999999999998e-26,0.01,0.4,5e-47,0.002,,,0.3,,,,0.8,0.9,0.1,col21
col2a1,COL2A1,Proteins,0.02669,0.95854,0.00258,0.00228,,0.00012,0.00129,0.00071,0.00211,0.00029,,,0.0041,,,,9e-05,0.00108,0.00012,6e-242,,4e-07,2e-12,,0.02,6e-14,0.001,0.02,0.0003,,,9e-41,,,,0.6,1.0,0.02,col22
col3a1,COL3A1,Proteins,0.00273,0.97478,0.00028,0.00109,,0.01168,0.00013,0.00054,0.0064,0.00011,,,0.00058,,,,0.00014,0.00136,0.00018,3e-20,,0.03,0.0004,,2e-113,0.02,0.01,2e-61,0.03,,,4e-07,,,,0.3,1.0,0.005,col3
col4a1,COL4A1,Proteins,0.0097,0.9096,0.00805,0.00301,,0.06075,0.00035,0.00145,0.00251,0.00016,,,0.00061,,,,6e-05,0.00134,0.00241,2e-51,,2.0000000000000002e-60,4e-20,,0.0,5e-05,4e-10,0.001,0.006,,,9e-08,,,,0.7,1.0,3e-26,col4
col4a4,COL4A4,Proteins,0.00054,0.99721,0.00021,0.00035,,0.00026,1e-05,0.00024,0.0,0.0,,,4e-05,,,,5e-05,0.00108,1e-05,0.04,,0.003,0.8,,0.0009,0.6,0.5,0.8,0.9,,,0.2,,,,0.8,1.0,0.6,col41
col5a1,COL5A1,Proteins,0.00398,0.96583,0.00674,0.00117,,0.00141,0.00077,0.00152,0.01607,0.00018,,,0.00055,,,,3e-05,0.00115,0.0006,1e-20,,3.9999999999999995e-54,0.0002,,5e-15,7e-09,7e-10,2e-141,0.005,,,1e-06,,,,0.9,1.0,4e-07,col5
col6a3,COL6A3,Proteins,0.00608,0.77892,0.04238,0.00306,,0.15326,0.00383,0.00083,0.00235,0.00238,,,2e-05,,,,3e-05,0.00179,0.00507,8e-35,,0.0,1.9999999999999998e-25,,0.0,7e-48,3e-06,3e-27,1.9999999999999998e-30,,,0.3,,,,0.9,0.2,1e-62,col6
col9a1,COL9A1,Proteins,0.01714,0.90461,0.04443,0.00217,,0.00111,0.0,0.00022,0.02432,0.00087,,,0.00355,,,,0.00018,0.0011,0.0003,1e-123,,5.0000000000000003e-228,6e-13,,5e-13,0.9,0.5,7.999999999999999e-25,2e-10,,,4e-38,,,,0.1,1.0,0.0002,col9
col9a2,COL9A2,Proteins,0.00136,0.99355,0.00016,0.00089,,0.00203,1e-05,0.00018,0.00055,0.00012,,,1e-05,,,,0.00011,0.00099,6e-05,1e-10,,0.1,0.009,,2e-20,0.5,0.8,2e-05,0.03,,,0.4,,,,0.5,1.0,0.1,col91
colec12,COLEC12,Proteins,0.00812,0.73112,0.12005,0.00326,,0.11052,0.00264,0.00137,0.01351,0.00319,,,0.00016,,,,0.00011,0.00151,0.00443,5e-41,,0.0,1.0000000000000001e-29,,0.0,4e-35,2e-12,3e-166,3.9999999999999995e-42,,,0.002,,,,0.2,0.4,8e-58,cole
commd1,COMMD1,Proteins,0.00207,0.9386,0.00149,0.03656,,0.00926,4e-05,0.00477,0.00103,0.0001,,,0.00283,,,,7e-05,0.00318,1e-05,4e-09,,2e-07,0.0,,1.9999999999999998e-91,0.2,2.0000000000000002e-39,0.01,0.04,,,3e-29,,,,0.7,0.0001,0.4,comm
commd9,COMMD9,Proteins,0.00086,0.97171,0.00083,0.01654,,0.00061,0.00045,0.00163,0.00215,0.00046,,,0.00284,,,,0.0001,0.00179,3e-05,2e-06,,2e-08,2e-140,,2e-07,8e-06,5e-11,2e-21,7e-06,,,5.0000000000000004e-29,,,,0.5,0.5,0.3,comm1
comp,COMP,Proteins,0.00511,0.85913,0.06982,0.00441,,0.02745,0.0001,0.00329,0.02113,0.00131,,,0.00559,,,,0.00025,0.00186,0.00054,5e-21,,0.0,1.0000000000000001e-34,,1.9999999999999998e-289,0.03,1.0000000000000001e-28,2e-197,1e-15,,,3e-61,,,,0.03,0.3,3e-07,comp
comt,COMT,Proteins,0.00174,0.94674,0.00108,0.02824,,0.00522,0.00014,0.0041,0.00693,0.00125,,,0.00307,,,,5e-05,0.00143,0.0,2e-06,,0.05,6e-246,,1e-51,0.01,9.999999999999999e-33,3e-58,2e-13,,,5e-31,,,,0.8,1.0,0.8,comt
copb2,COPB2,Proteins,0.00071,0.98375,0.00024,0.00857,,0.00121,0.00016,0.00145,0.00138,0.00017,,,0.00012,,,,0.00015,0.00209,1e-05,0.01,,0.05,2e-64,,8e-13,0.01,6e-09,6e-13,0.008,,,0.02,,,,0.3,0.4,0.6,copb
cope,COPE,Proteins,0.00047,0.99694,0.00021,0.00067,,1e-05,0.0,0.0002,0.00013,4e-05,,,3e-05,,,,7e-05,0.00121,1e-05,0.003,,0.003,0.1,,0.5,0.8,0.7,0.02,0.2,,,0.2,,,,0.7,1.0,0.5,cope
coq7,COQ7,Proteins,0.0042,0.96221,0.00839,0.00253,,0.00312,0.00011,0.00051,0.01656,0.00097,,,0.00015,,,,7e-05,0.00114,4e-05,7.999999999999999e-26,,2e-15,2e-14,,3.0000000000000003e-31,0.03,0.02,1e-92,7e-11,,,0.01,,,,0.7,1.0,0.2,coq7
coro1a,CORO1A,Proteins,0.00102,0.93915,0.00077,0.04109,,0.0023,0.0,0.00719,0.00432,0.00071,,,0.00142,,,,0.0001,0.00193,0.0,0.0002,,2e-07,0.0,,6e-24,1.0,3e-61,1e-41,2e-08,,,2e-15,,,,0.5,0.5,0.8,coro
coro6,CORO6,Proteins,0.00078,0.981,0.00154,0.00061,,0.0008,9e-05,0.00024,0.01322,2e-05,,,0.00011,,,,0.00015,0.0013,0.00013,0.0004,,7e-16,0.2,,6e-09,0.06,0.5,3.0000000000000002e-123,0.4,,,0.03,,,,0.3,1.0,0.02,coro1
cox5b,COX5B,Proteins,0.00252,0.97195,0.00078,0.0094,,0.00818,4e-05,0.00157,0.00114,0.00077,,,0.00154,,,,1e-05,0.0019,0.0002,2e-11,,0.002,2e-74,,2e-79,0.2,2e-10,5e-07,7e-09,,,2e-16,,,,1.0,0.7,0.003,cox5
cox6b1,COX6B1,Proteins,0.00133,0.98428,0.00064,0.00562,,0.00362,4e-05,0.00124,0.00084,0.0001,,,0.00051,,,,0.00013,0.00152,0.00015,4e-07,,0.3,1e-40,,2.9999999999999998e-36,0.2,1e-07,0.002,0.04,,,2e-06,,,,0.4,0.9,0.01,cox6
cpa1,CPA1,Proteins,0.00759,0.97849,0.00403,0.00055,,0.0,0.00012,0.00086,0.00374,0.00182,,,0.00192,,,,3e-05,0.00084,1e-05,3e-52,,9.999999999999999e-33,0.2,,0.8,0.02,8e-05,6.999999999999999e-30,4e-19,,,4e-20,,,,0.9,1.0,0.6,cpa1
cpa2,CPA2,Proteins,0.00429,0.9565,0.00865,0.00182,,0.00021,0.00965,0.00083,0.00161,0.0,,,0.01506,,,,0.0002,0.00116,2e-05,7e-13,,5.9999999999999995e-71,2e-09,,0.002,2e-95,0.0001,0.1,0.6,,,1e-147,,,,0.1,1.0,0.4,cpa2
cpa4,CPA4,Proteins,0.00961,0.96035,0.0062,0.00148,,0.00111,2e-05,0.00145,0.00334,0.00111,,,0.01349,,,,0.00018,0.00152,0.00014,2e-59,,2e-59,2e-06,,5e-12,0.4,4e-09,8e-33,5e-12,,,7.000000000000001e-127,,,,0.2,0.9,0.01,cpa4
cpb1,CPB1,Proteins,0.01469,0.96668,0.0035,0.00062,,0.00135,0.00114,0.00045,0.00572,0.00029,,,0.00437,,,,2e-05,0.00115,0.0,2e-119,,1.9999999999999998e-30,0.1,,1e-14,1e-12,0.04,7e-52,0.0003,,,4e-44,,,,1.0,1.0,0.8,cpb1
cpb2,CPB2,Proteins,0.00363,0.95029,0.01604,0.00236,,0.01288,0.00081,0.00038,0.01215,0.00024,,,5e-05,,,,0.00011,0.00096,0.0001,2e-12,,9.999999999999999e-64,9e-14,,1e-127,1e-09,0.1,9.999999999999999e-26,0.001,,,0.1,,,,0.4,1.0,0.04,cpb2
cpe,CPE,Proteins,0.00169,0.97094,0.00444,0.003,,0.01417,0.00043,0.00039,0.00292,0.00032,,,0.00058,,,,5e-05,0.00096,0.0001,3e-07,,1e-43,2e-18,,1e-136,1e-05,0.1,5.0000000000000004e-29,0.0002,,,4e-07,,,,0.8,1.0,0.03,cpe
cplx2,CPLX2,Proteins,0.00108,0.99335,0.00019,0.00116,,0.00205,1e-05,0.00029,0.00062,1e-05,,,1e-05,,,,9e-05,0.00113,0.0,0.002,,0.04,0.0003,,2e-20,0.5,0.4,2e-06,0.5,,,0.5,,,,0.6,1.0,0.7,cplx
cpm,CPM,Proteins,0.04561,0.73265,0.01325,0.01045,,0.16233,0.00139,0.00037,0.02685,0.00337,,,0.00161,,,,2e-05,0.0018,0.00032,0.0,,3e-126,1.9999999999999999e-115,,0.0,2e-19,0.03,5e-295,1e-44,,,4e-22,,,,1.0,0.1,1e-05,cpm
cpox,CPOX,Proteins,0.00304,0.97231,0.00258,0.00272,,1e-05,8e-05,0.00034,0.01354,0.00364,,,0.00028,,,,4e-05,0.00105,0.00037,9e-11,,8e-12,1e-15,,0.5,0.06,0.2,9e-114,8.999999999999999e-36,,,0.0006,,,,0.9,1.0,7e-05,cpox
cpped1,CPPED1,Proteins,0.01629,0.91008,0.00092,0.03632,,0.00766,0.00133,0.00446,0.01735,0.00196,,,0.00137,,,,0.00019,0.00206,0.0,1e-161,,0.7,0.0,,2e-80,2e-15,5.0000000000000005e-39,2e-169,7e-22,,,8e-16,,,,0.1,0.2,1.0,cppe
cpq,CPQ,Proteins,0.00351,0.96236,0.00256,0.00144,,0.00166,4e-05,0.00122,0.02458,2e-05,,,0.00133,,,,0.0001,0.00112,6e-05,2e-10,,2.0000000000000002e-24,2e-06,,7e-18,0.2,1e-07,2e-235,0.3,,,1e-14,,,,0.5,1.0,0.1,cpq
cptp,CPTP,Proteins,0.00126,0.99073,0.00102,0.00186,,4e-05,0.00024,0.00034,0.00239,0.00021,,,8e-05,,,,0.00012,0.0017,0.0,3e-05,,2e-10,8e-09,,0.2,0.001,0.2,3e-23,0.003,,,0.07,,,,0.4,0.9,0.9,cptp
